223 unlabelled training bactches, 94 labelled batches. Will reuse samples to match batch numbers
Epoch 8, train accuracy:18.35%, batch: 62/223
Epoch 8, train accuracy:18.35%, batch: 63/223
Epoch 8, train accuracy:18.36%, batch: 64/223
Epoch 8, train accuracy:18.37%, batch: 65/223
Epoch 8, train accuracy:18.37%, batch: 66/223
Epoch 8, train accuracy:18.38%, batch: 67/223
Epoch 8, train accuracy:18.38%, batch: 68/223
Epoch 8, train accuracy:18.39%, batch: 69/223
Epoch 8, train accuracy:18.39%, batch: 70/223
Epoch 8, train accuracy:18.40%, batch: 71/223
Epoch 8, train accuracy:18.40%, batch: 72/223
Epoch 8, train accuracy:18.41%, batch: 73/223
Epoch 8, train accuracy:18.41%, batch: 74/223
Epoch 8, train accuracy:18.42%, batch: 75/223
Epoch 8, train accuracy:18.42%, batch: 76/223
Epoch 8, train accuracy:18.43%, batch: 77/223
Epoch 8, train accuracy:18.43%, batch: 78/223
Epoch 8, train accuracy:18.43%, batch: 79/223
Epoch 8, train accuracy:18.44%, batch: 80/223
Epoch 8, train accuracy:18.44%, batch: 81/223
Epoch 8, train accuracy:18.45%, batch: 82/223
Epoch 8, train accuracy:18.45%, batch: 83/223
Epoch 8, train accuracy:18.45%, batch: 84/223
Epoch 8, train accuracy:18.46%, batch: 85/223
Epoch 8, train accuracy:18.46%, batch: 86/223
Epoch 8, train accuracy:18.46%, batch: 87/223
Epoch 8, train accuracy:18.47%, batch: 88/223
Epoch 8, train accuracy:18.47%, batch: 89/223
Epoch 8, train accuracy:18.47%, batch: 90/223
Epoch 8, train accuracy:18.48%, batch: 91/223
Epoch 8, train accuracy:18.48%, batch: 92/223
Epoch 8, train accuracy:18.48%, batch: 93/223
Epoch 8, train accuracy:18.48%, batch: 94/223
Epoch 8, train accuracy:18.49%, batch: 95/223
Epoch 8, train accuracy:18.49%, batch: 96/223
Epoch 8, train accuracy:18.49%, batch: 97/223
Epoch 8, train accuracy:18.49%, batch: 98/223
Epoch 8, train accuracy:18.50%, batch: 99/223
Epoch 8, train accuracy:18.50%, batch: 100/223
Epoch 8, train accuracy:18.50%, batch: 101/223
Epoch 8, train accuracy:18.50%, batch: 102/223
Epoch 8, train accuracy:18.51%, batch: 103/223
Epoch 8, train accuracy:18.51%, batch: 104/223
Epoch 8, train accuracy:18.51%, batch: 105/223
Epoch 8, train accuracy:18.51%, batch: 106/223
Epoch 8, train accuracy:18.52%, batch: 107/223
Epoch 8, train accuracy:18.52%, batch: 108/223
Epoch 8, train accuracy:18.52%, batch: 109/223
Epoch 8, train accuracy:18.52%, batch: 110/223
Epoch 8, train accuracy:18.52%, batch: 111/223
Epoch 8, train accuracy:18.53%, batch: 112/223
Epoch 8, train accuracy:18.53%, batch: 113/223
Epoch 8, train accuracy:18.53%, batch: 114/223
Epoch 8, train accuracy:18.53%, batch: 115/223
Epoch 8, train accuracy:18.53%, batch: 116/223
Epoch 8, train accuracy:18.54%, batch: 117/223
Epoch 8, train accuracy:18.54%, batch: 118/223
Epoch 8, train accuracy:18.54%, batch: 119/223
Epoch 8, train accuracy:18.54%, batch: 120/223
Epoch 8, train accuracy:18.54%, batch: 121/223
Epoch 8, train accuracy:18.55%, batch: 122/223
Epoch 8, train accuracy:18.52%, batch: 123/223
Epoch 8, train accuracy:18.50%, batch: 124/223
Epoch 8, train accuracy:18.48%, batch: 125/223
Epoch 8, train accuracy:18.45%, batch: 126/223
Epoch 8, train accuracy:18.43%, batch: 127/223
Epoch 8, train accuracy:18.41%, batch: 128/223
Epoch 8, train accuracy:18.39%, batch: 129/223
Epoch 8, train accuracy:18.37%, batch: 130/223
Epoch 8, train accuracy:18.34%, batch: 131/223
Epoch 8, train accuracy:18.32%, batch: 132/223
Epoch 8, train accuracy:18.30%, batch: 133/223
Epoch 8, train accuracy:18.28%, batch: 134/223
Epoch 8, train accuracy:18.26%, batch: 135/223
Epoch 8, train accuracy:18.24%, batch: 136/223
Epoch 8, train accuracy:18.23%, batch: 137/223
Epoch 8, train accuracy:18.21%, batch: 138/223
Epoch 8, train accuracy:18.19%, batch: 139/223
Epoch 8, train accuracy:18.17%, batch: 140/223
Epoch 8, train accuracy:18.15%, batch: 141/223
Epoch 8, train accuracy:18.13%, batch: 142/223
Epoch 8, train accuracy:18.20%, batch: 143/223
Epoch 8, train accuracy:18.27%, batch: 144/223
Epoch 8, train accuracy:18.34%, batch: 145/223
Epoch 8, train accuracy:18.41%, batch: 146/223
Epoch 8, train accuracy:18.47%, batch: 147/223
Epoch 8, train accuracy:18.54%, batch: 148/223
Epoch 8, train accuracy:18.60%, batch: 149/223
Epoch 8, train accuracy:18.67%, batch: 150/223
Epoch 8, train accuracy:18.73%, batch: 151/223
Epoch 8, train accuracy:18.79%, batch: 152/223
Epoch 8, train accuracy:18.85%, batch: 153/223
Epoch 8, train accuracy:18.91%, batch: 154/223
Epoch 8, train accuracy:18.97%, batch: 155/223
Epoch 8, train accuracy:19.03%, batch: 156/223
Epoch 8, train accuracy:19.09%, batch: 157/223
Epoch 8, train accuracy:19.15%, batch: 158/223
Epoch 8, train accuracy:19.20%, batch: 159/223
Epoch 8, train accuracy:19.26%, batch: 160/223
Epoch 8, train accuracy:19.31%, batch: 161/223
Epoch 8, train accuracy:19.37%, batch: 162/223
Epoch 8, train accuracy:19.42%, batch: 163/223
Epoch 8, train accuracy:19.47%, batch: 164/223
Epoch 8, train accuracy:19.53%, batch: 165/223
Epoch 8, train accuracy:19.58%, batch: 166/223
Epoch 8, train accuracy:19.63%, batch: 167/223
Epoch 8, train accuracy:19.68%, batch: 168/223
Epoch 8, train accuracy:19.73%, batch: 169/223
Epoch 8, train accuracy:19.78%, batch: 170/223
Epoch 8, train accuracy:19.83%, batch: 171/223
Epoch 8, train accuracy:19.88%, batch: 172/223
Epoch 8, train accuracy:19.92%, batch: 173/223
Epoch 8, train accuracy:19.97%, batch: 174/223
Epoch 8, train accuracy:20.02%, batch: 175/223
Epoch 8, train accuracy:20.06%, batch: 176/223
Epoch 8, train accuracy:20.11%, batch: 177/223
Epoch 8, train accuracy:20.15%, batch: 178/223
Epoch 8, train accuracy:20.20%, batch: 179/223
Epoch 8, train accuracy:20.24%, batch: 180/223
Epoch 8, train accuracy:20.29%, batch: 181/223
Epoch 8, train accuracy:20.33%, batch: 182/223
Epoch 8, train accuracy:20.47%, batch: 183/223
Epoch 8, train accuracy:20.62%, batch: 184/223
Epoch 8, train accuracy:20.76%, batch: 185/223
Epoch 8, train accuracy:20.90%, batch: 186/223
Epoch 8, train accuracy:21.04%, batch: 187/223
Epoch 8, train accuracy:21.18%, batch: 188/223
Epoch 8, train accuracy:21.31%, batch: 189/223
Epoch 8, train accuracy:21.45%, batch: 190/223
Epoch 8, train accuracy:21.58%, batch: 191/223
Epoch 8, train accuracy:21.71%, batch: 192/223
Epoch 8, train accuracy:21.84%, batch: 193/223
Epoch 8, train accuracy:21.97%, batch: 194/223
Epoch 8, train accuracy:22.10%, batch: 195/223
Epoch 8, train accuracy:22.23%, batch: 196/223
Epoch 8, train accuracy:22.35%, batch: 197/223
Epoch 8, train accuracy:22.47%, batch: 198/223
Epoch 8, train accuracy:22.60%, batch: 199/223
Epoch 8, train accuracy:22.72%, batch: 200/223
Epoch 8, train accuracy:22.84%, batch: 201/223
Epoch 8, train accuracy:22.96%, batch: 202/223
Epoch 8, train accuracy:23.08%, batch: 203/223
Epoch 8, train accuracy:23.19%, batch: 204/223
Epoch 8, train accuracy:23.31%, batch: 205/223
Epoch 8, train accuracy:23.42%, batch: 206/223
Epoch 8, train accuracy:23.54%, batch: 207/223
Epoch 8, train accuracy:23.65%, batch: 208/223
Epoch 8, train accuracy:23.76%, batch: 209/223
Epoch 8, train accuracy:23.87%, batch: 210/223
Epoch 8, train accuracy:23.98%, batch: 211/223
Epoch 8, train accuracy:24.09%, batch: 212/223
Epoch 8, train accuracy:24.19%, batch: 213/223
Epoch 8, train accuracy:24.30%, batch: 214/223
Epoch 8, train accuracy:24.40%, batch: 215/223
Epoch 8, train accuracy:24.51%, batch: 216/223
Epoch 8, train accuracy:24.61%, batch: 217/223
Epoch 8, train accuracy:24.71%, batch: 218/223
Epoch 8, train accuracy:24.81%, batch: 219/223
Epoch 8, train accuracy:24.91%, batch: 220/223
Epoch 8, train accuracy:25.01%, batch: 221/223
Epoch 8, train accuracy:25.11%, batch: 222/223
Epoch 8, train accuracy:25.21%, batch: 223/223
Epoch 8, train accuracy:25.21%, validation accuracy:12.40, batch: 223/223
Epoch 9, train accuracy:46.88%, batch: 1/223
Epoch 9, train accuracy:46.88%, batch: 2/223
Epoch 9, train accuracy:46.88%, batch: 3/223
Epoch 9, train accuracy:46.88%, batch: 4/223
Epoch 9, train accuracy:46.88%, batch: 5/223
Epoch 9, train accuracy:42.19%, batch: 6/223
Epoch 9, train accuracy:38.84%, batch: 7/223
Epoch 9, train accuracy:36.33%, batch: 8/223
Epoch 9, train accuracy:34.38%, batch: 9/223
Epoch 9, train accuracy:32.81%, batch: 10/223
Epoch 9, train accuracy:31.53%, batch: 11/223
Epoch 9, train accuracy:30.47%, batch: 12/223
Epoch 9, train accuracy:29.57%, batch: 13/223
Epoch 9, train accuracy:28.79%, batch: 14/223
Epoch 9, train accuracy:28.12%, batch: 15/223
Epoch 9, train accuracy:27.54%, batch: 16/223
Epoch 9, train accuracy:27.02%, batch: 17/223
Epoch 9, train accuracy:26.56%, batch: 18/223
Epoch 9, train accuracy:26.15%, batch: 19/223
Epoch 9, train accuracy:25.78%, batch: 20/223
Epoch 9, train accuracy:25.45%, batch: 21/223
Epoch 9, train accuracy:25.14%, batch: 22/223
Epoch 9, train accuracy:24.86%, batch: 23/223
Epoch 9, train accuracy:24.61%, batch: 24/223
Epoch 9, train accuracy:24.25%, batch: 25/223
Epoch 9, train accuracy:23.92%, batch: 26/223
Epoch 9, train accuracy:23.61%, batch: 27/223
Epoch 9, train accuracy:23.33%, batch: 28/223
Epoch 9, train accuracy:23.06%, batch: 29/223
Epoch 9, train accuracy:23.12%, batch: 30/223
Epoch 9, train accuracy:23.19%, batch: 31/223
Epoch 9, train accuracy:23.24%, batch: 32/223
Epoch 9, train accuracy:23.30%, batch: 33/223
Epoch 9, train accuracy:23.35%, batch: 34/223
Epoch 9, train accuracy:23.39%, batch: 35/223
Epoch 9, train accuracy:23.44%, batch: 36/223
Epoch 9, train accuracy:23.48%, batch: 37/223
Epoch 9, train accuracy:23.52%, batch: 38/223
Epoch 9, train accuracy:23.80%, batch: 39/223
Epoch 9, train accuracy:24.06%, batch: 40/223
Epoch 9, train accuracy:24.31%, batch: 41/223
Epoch 9, train accuracy:24.55%, batch: 42/223
Epoch 9, train accuracy:24.78%, batch: 43/223
Epoch 9, train accuracy:25.00%, batch: 44/223
Epoch 9, train accuracy:25.21%, batch: 45/223
Epoch 9, train accuracy:25.41%, batch: 46/223
Epoch 9, train accuracy:25.60%, batch: 47/223
Epoch 9, train accuracy:25.78%, batch: 48/223
Epoch 9, train accuracy:25.96%, batch: 49/223
Epoch 9, train accuracy:26.12%, batch: 50/223
Epoch 9, train accuracy:26.29%, batch: 51/223
Epoch 9, train accuracy:26.44%, batch: 52/223
Epoch 9, train accuracy:26.59%, batch: 53/223
Epoch 9, train accuracy:26.74%, batch: 54/223
Epoch 9, train accuracy:26.88%, batch: 55/223
Epoch 9, train accuracy:27.01%, batch: 56/223
Epoch 9, train accuracy:27.14%, batch: 57/223
Epoch 9, train accuracy:27.26%, batch: 58/223
Epoch 9, train accuracy:27.38%, batch: 59/223
Epoch 9, train accuracy:27.50%, batch: 60/223
Epoch 9, train accuracy:27.61%, batch: 61/223
Epoch 9, train accuracy:27.72%, batch: 62/223
Epoch 9, train accuracy:27.83%, batch: 63/223
Epoch 9, train accuracy:27.93%, batch: 64/223
Epoch 9, train accuracy:28.03%, batch: 65/223
Epoch 9, train accuracy:28.12%, batch: 66/223
Epoch 9, train accuracy:28.22%, batch: 67/223
Epoch 9, train accuracy:28.31%, batch: 68/223
Epoch 9, train accuracy:28.40%, batch: 69/223
Epoch 9, train accuracy:28.48%, batch: 70/223
Epoch 9, train accuracy:28.57%, batch: 71/223
Epoch 9, train accuracy:28.65%, batch: 72/223
Epoch 9, train accuracy:28.72%, batch: 73/223
Epoch 9, train accuracy:28.80%, batch: 74/223
Epoch 9, train accuracy:28.88%, batch: 75/223
Epoch 9, train accuracy:28.95%, batch: 76/223
Epoch 9, train accuracy:29.02%, batch: 77/223
Epoch 9, train accuracy:29.09%, batch: 78/223
Epoch 9, train accuracy:29.15%, batch: 79/223
Epoch 9, train accuracy:29.22%, batch: 80/223
Epoch 9, train accuracy:29.28%, batch: 81/223
Epoch 9, train accuracy:29.34%, batch: 82/223
Epoch 9, train accuracy:29.41%, batch: 83/223
Epoch 9, train accuracy:29.46%, batch: 84/223
Epoch 9, train accuracy:29.52%, batch: 85/223
Epoch 9, train accuracy:29.58%, batch: 86/223
Epoch 9, train accuracy:29.63%, batch: 87/223
Epoch 9, train accuracy:29.69%, batch: 88/223
Epoch 9, train accuracy:29.74%, batch: 89/223
Epoch 9, train accuracy:29.79%, batch: 90/223
Epoch 9, train accuracy:29.84%, batch: 91/223
Epoch 9, train accuracy:29.89%, batch: 92/223
Epoch 9, train accuracy:29.94%, batch: 93/223
Epoch 9, train accuracy:29.99%, batch: 94/223
Epoch 9, train accuracy:30.03%, batch: 95/223
Epoch 9, train accuracy:30.08%, batch: 96/223
Epoch 9, train accuracy:30.12%, batch: 97/223
Epoch 9, train accuracy:30.17%, batch: 98/223
Epoch 9, train accuracy:30.21%, batch: 99/223
Epoch 9, train accuracy:30.25%, batch: 100/223
Epoch 9, train accuracy:30.29%, batch: 101/223
Epoch 9, train accuracy:30.33%, batch: 102/223
Epoch 9, train accuracy:30.37%, batch: 103/223
Epoch 9, train accuracy:30.41%, batch: 104/223
Epoch 9, train accuracy:30.45%, batch: 105/223
Epoch 9, train accuracy:30.48%, batch: 106/223
Epoch 9, train accuracy:30.52%, batch: 107/223
Epoch 9, train accuracy:30.56%, batch: 108/223
Epoch 9, train accuracy:30.59%, batch: 109/223
Epoch 9, train accuracy:30.62%, batch: 110/223
Epoch 9, train accuracy:30.66%, batch: 111/223
Epoch 9, train accuracy:30.69%, batch: 112/223
Epoch 9, train accuracy:30.56%, batch: 113/223
Epoch 9, train accuracy:30.43%, batch: 114/223
Epoch 9, train accuracy:30.30%, batch: 115/223
Epoch 9, train accuracy:30.17%, batch: 116/223
Epoch 9, train accuracy:30.05%, batch: 117/223
Epoch 9, train accuracy:29.93%, batch: 118/223
Epoch 9, train accuracy:29.81%, batch: 119/223
Epoch 9, train accuracy:29.69%, batch: 120/223
Epoch 9, train accuracy:29.57%, batch: 121/223
Epoch 9, train accuracy:29.46%, batch: 122/223
Epoch 9, train accuracy:29.37%, batch: 123/223
Epoch 9, train accuracy:29.28%, batch: 124/223
Epoch 9, train accuracy:29.20%, batch: 125/223
Epoch 9, train accuracy:29.12%, batch: 126/223
Epoch 9, train accuracy:29.04%, batch: 127/223
Epoch 9, train accuracy:28.96%, batch: 128/223
Epoch 9, train accuracy:28.88%, batch: 129/223
Epoch 9, train accuracy:28.80%, batch: 130/223
Epoch 9, train accuracy:28.72%, batch: 131/223
Epoch 9, train accuracy:28.65%, batch: 132/223
Epoch 9, train accuracy:28.57%, batch: 133/223
Epoch 9, train accuracy:28.50%, batch: 134/223
Epoch 9, train accuracy:28.43%, batch: 135/223
Epoch 9, train accuracy:28.35%, batch: 136/223
Epoch 9, train accuracy:28.28%, batch: 137/223
Epoch 9, train accuracy:28.22%, batch: 138/223
Epoch 9, train accuracy:28.15%, batch: 139/223
Epoch 9, train accuracy:28.10%, batch: 140/223
Epoch 9, train accuracy:28.06%, batch: 141/223
Epoch 9, train accuracy:28.01%, batch: 142/223
Epoch 9, train accuracy:28.04%, batch: 143/223
Epoch 9, train accuracy:28.06%, batch: 144/223
Epoch 9, train accuracy:28.08%, batch: 145/223
Epoch 9, train accuracy:28.10%, batch: 146/223
Epoch 9, train accuracy:28.12%, batch: 147/223
Epoch 9, train accuracy:28.15%, batch: 148/223
Epoch 9, train accuracy:28.17%, batch: 149/223
Epoch 9, train accuracy:28.19%, batch: 150/223
Epoch 9, train accuracy:28.21%, batch: 151/223
Epoch 9, train accuracy:28.23%, batch: 152/223
Epoch 9, train accuracy:28.25%, batch: 153/223
Epoch 9, train accuracy:28.27%, batch: 154/223
Epoch 9, train accuracy:28.29%, batch: 155/223
Epoch 9, train accuracy:28.31%, batch: 156/223
Epoch 9, train accuracy:28.32%, batch: 157/223
Epoch 9, train accuracy:28.34%, batch: 158/223
Epoch 9, train accuracy:28.36%, batch: 159/223
Epoch 9, train accuracy:28.38%, batch: 160/223
Epoch 9, train accuracy:28.40%, batch: 161/223
Epoch 9, train accuracy:28.41%, batch: 162/223
Epoch 9, train accuracy:28.43%, batch: 163/223
Epoch 9, train accuracy:28.45%, batch: 164/223
Epoch 9, train accuracy:28.47%, batch: 165/223
Epoch 9, train accuracy:28.48%, batch: 166/223
Epoch 9, train accuracy:28.50%, batch: 167/223
Epoch 9, train accuracy:28.52%, batch: 168/223
Epoch 9, train accuracy:28.53%, batch: 169/223
Epoch 9, train accuracy:28.55%, batch: 170/223
Epoch 9, train accuracy:28.56%, batch: 171/223
Epoch 9, train accuracy:28.58%, batch: 172/223
Epoch 9, train accuracy:28.59%, batch: 173/223
Epoch 9, train accuracy:28.61%, batch: 174/223
Epoch 9, train accuracy:28.62%, batch: 175/223
Epoch 9, train accuracy:28.64%, batch: 176/223
Epoch 9, train accuracy:28.65%, batch: 177/223
Epoch 9, train accuracy:28.67%, batch: 178/223
Epoch 9, train accuracy:28.68%, batch: 179/223
Epoch 9, train accuracy:28.70%, batch: 180/223
Epoch 9, train accuracy:28.71%, batch: 181/223
Epoch 9, train accuracy:28.73%, batch: 182/223
Epoch 9, train accuracy:28.71%, batch: 183/223
Epoch 9, train accuracy:28.69%, batch: 184/223
Epoch 9, train accuracy:28.67%, batch: 185/223
Epoch 9, train accuracy:28.65%, batch: 186/223
Epoch 9, train accuracy:28.63%, batch: 187/223
Epoch 9, train accuracy:28.61%, batch: 188/223
Epoch 9, train accuracy:28.59%, batch: 189/223
Epoch 9, train accuracy:28.57%, batch: 190/223
Epoch 9, train accuracy:28.55%, batch: 191/223
Epoch 9, train accuracy:28.53%, batch: 192/223
Epoch 9, train accuracy:28.51%, batch: 193/223
Epoch 9, train accuracy:28.50%, batch: 194/223
Epoch 9, train accuracy:28.48%, batch: 195/223
Epoch 9, train accuracy:28.46%, batch: 196/223
Epoch 9, train accuracy:28.44%, batch: 197/223
Epoch 9, train accuracy:28.42%, batch: 198/223
Epoch 9, train accuracy:28.41%, batch: 199/223
Epoch 9, train accuracy:28.39%, batch: 200/223
Epoch 9, train accuracy:28.37%, batch: 201/223
Epoch 9, train accuracy:28.36%, batch: 202/223
Epoch 9, train accuracy:28.34%, batch: 203/223
Epoch 9, train accuracy:28.32%, batch: 204/223
Epoch 9, train accuracy:28.31%, batch: 205/223
Epoch 9, train accuracy:28.29%, batch: 206/223
Epoch 9, train accuracy:28.28%, batch: 207/223
Epoch 9, train accuracy:28.26%, batch: 208/223
Epoch 9, train accuracy:28.24%, batch: 209/223
Epoch 9, train accuracy:28.23%, batch: 210/223
Epoch 9, train accuracy:28.21%, batch: 211/223
Epoch 9, train accuracy:28.20%, batch: 212/223
Epoch 9, train accuracy:28.18%, batch: 213/223
Epoch 9, train accuracy:28.17%, batch: 214/223
Epoch 9, train accuracy:28.15%, batch: 215/223
Epoch 9, train accuracy:28.14%, batch: 216/223
Epoch 9, train accuracy:28.12%, batch: 217/223
Epoch 9, train accuracy:28.11%, batch: 218/223
Epoch 9, train accuracy:28.10%, batch: 219/223
Epoch 9, train accuracy:28.08%, batch: 220/223
Epoch 9, train accuracy:28.07%, batch: 221/223
Epoch 9, train accuracy:28.05%, batch: 222/223
Epoch 9, train accuracy:28.04%, batch: 223/223
Epoch 9, train accuracy:28.04%, validation accuracy:10.26, batch: 223/223
Epoch 10, train accuracy:25.00%, batch: 1/223
Epoch 10, train accuracy:25.00%, batch: 2/223
Epoch 10, train accuracy:25.00%, batch: 3/223
Epoch 10, train accuracy:25.00%, batch: 4/223
Epoch 10, train accuracy:25.00%, batch: 5/223
Epoch 10, train accuracy:22.92%, batch: 6/223
Epoch 10, train accuracy:21.43%, batch: 7/223
Epoch 10, train accuracy:20.31%, batch: 8/223
Epoch 10, train accuracy:19.44%, batch: 9/223
Epoch 10, train accuracy:18.75%, batch: 10/223
Epoch 10, train accuracy:18.18%, batch: 11/223
Epoch 10, train accuracy:17.71%, batch: 12/223
Epoch 10, train accuracy:17.31%, batch: 13/223
Epoch 10, train accuracy:16.96%, batch: 14/223
Epoch 10, train accuracy:16.67%, batch: 15/223
Epoch 10, train accuracy:16.41%, batch: 16/223
Epoch 10, train accuracy:16.18%, batch: 17/223
Epoch 10, train accuracy:15.97%, batch: 18/223
Epoch 10, train accuracy:15.79%, batch: 19/223
Epoch 10, train accuracy:15.62%, batch: 20/223
Epoch 10, train accuracy:15.48%, batch: 21/223
Epoch 10, train accuracy:15.34%, batch: 22/223
Epoch 10, train accuracy:15.22%, batch: 23/223
Epoch 10, train accuracy:15.10%, batch: 24/223
Epoch 10, train accuracy:14.88%, batch: 25/223
Epoch 10, train accuracy:14.66%, batch: 26/223
Epoch 10, train accuracy:14.47%, batch: 27/223
Epoch 10, train accuracy:14.29%, batch: 28/223
Epoch 10, train accuracy:14.12%, batch: 29/223
Epoch 10, train accuracy:14.58%, batch: 30/223
Epoch 10, train accuracy:15.02%, batch: 31/223
Epoch 10, train accuracy:15.43%, batch: 32/223
Epoch 10, train accuracy:15.81%, batch: 33/223
Epoch 10, train accuracy:16.18%, batch: 34/223
Epoch 10, train accuracy:16.52%, batch: 35/223
Epoch 10, train accuracy:16.84%, batch: 36/223
Epoch 10, train accuracy:17.15%, batch: 37/223
Epoch 10, train accuracy:17.43%, batch: 38/223
Epoch 10, train accuracy:18.03%, batch: 39/223
Epoch 10, train accuracy:18.59%, batch: 40/223
Epoch 10, train accuracy:19.13%, batch: 41/223
Epoch 10, train accuracy:19.64%, batch: 42/223
